,id_cliente,Churn,cliente.genero,cliente.idoso,cliente.parceiro,cliente.dependentes,cliente.tempo_servico,telefone.servico_telefone,telefone.varias_linhas,internet.servico_internet,internet.seguranca_online,internet.backup_online,internet.protecao_dispositivo,internet.suporte_tecnico,internet.tv_streaming,internet.filmes_streaming,conta.contrato,conta.faturamente_eletronico,conta.metodo_pagamento,conta.cobranca.mensal,conta.cobranca.Total
1758,2580-ATZSQ,nao,feminino,0,sim,sim,65.0,sim,nao,DSL,sim,sim,sim,nao,nao,nao,um ano,nao,transferencia bancaria (automatica),61.35,3874.1
1759,2581-VKIRT,nao,feminino,0,sim,sim,59.0,sim,sim,DSL,sim,sim,nao,sim,nao,nao,um ano,nao,cheque pelo correio,65.5,3801.3
1760,2582-FFFZR,nao,feminino,0,nao,nao,22.0,nao,sem servico de telefone,DSL,nao,nao,sim,nao,sim,sim,mes a mes,sim,cheque eletronico,50.6,1073.3
1761,2585-KTFRE,nao,masculino,0,nao,sim,1.0,sim,nao,DSL,sim,sim,nao,sim,nao,sim,mes a mes,sim,transferencia bancaria (automatica),70.45,70.45
1762,2586-CWXVV,nao,masculino,0,sim,nao,54.0,nao,sem servico de telefone,DSL,nao,sim,nao,nao,nao,nao,mes a mes,nao,cheque eletronico,30.4,1621.35
1763,2587-EKXTS,nao,masculino,0,nao,nao,44.0,sim,sim,fibra otica,sim,sim,sim,nao,sim,sim,mes a mes,sim,cheque eletronico,111.5,4915.15
1764,2587-YNLES,nao,feminino,0,sim,sim,6.0,sim,nao,nao,sem servico de internet,sem servico de internet,sem servico de internet,sem servico de internet,sem servico de internet,sem servico de internet,dois anos,nao,cheque pelo correio,20.1,100.35
1765,2589-AYCRP,nao,feminino,0,nao,nao,50.0,sim,nao,nao,sem servico de internet,sem servico de internet,sem servico de internet,sem servico de internet,sem servico de internet,sem servico de internet,um ano,nao,transferencia bancaria (automatica),19.75,989.05
1766,2592-HODOV,nao,masculino,0,nao,nao,13.0,sim,nao,nao,sem servico de internet,sem servico de internet,sem servico de internet,sem servico de internet,sem servico de internet,sem servico de internet,um ano,nao,cartao de credito (automatico),19.3,259.65
1767,2592-SEIFQ,sim,masculino,0,nao,nao,3.0,nao,sem servico de telefone,DSL,nao,nao,nao,nao,nao,nao,mes a mes,nao,cheque eletronico,24.75,66.95
1768,2592-YKDIF,nao,feminino,0,nao,nao,1.0,sim,nao,nao,sem servico de internet,sem servico de internet,sem servico de internet,sem servico de internet,sem servico de internet,sem servico de internet,mes a mes,nao,cheque pelo correio,20.35,20.35
1769,2595-KIWPV,nao,masculino,0,nao,sim,27.0,sim,nao,nao,sem servico de internet,sem servico de internet,sem servico de internet,sem servico de internet,sem servico de internet,sem servico de internet,dois anos,nao,cartao de credito (automatico),19.7,509.3
1770,2599-CIPQE,nao,masculino,0,sim,sim,71.0,sim,nao,fibra otica,sim,sim,sim,sim,sim,sim,dois anos,nao,cartao de credito (automatico),109.3,7782.85
1771,2599-CZABP,nao,masculino,0,sim,nao,14.0,sim,nao,DSL,nao,nao,nao,nao,nao,nao,um ano,nao,cheque eletronico,44.6,641.25
1772,2603-HVKCG,nao,masculino,0,nao,nao,31.0,sim,nao,fibra otica,nao,sim,sim,nao,sim,sim,mes a mes,sim,cheque eletronico,101.4,3143.65
1773,2604-IJPDU,nao,feminino,0,sim,nao,20.0,sim,nao,fibra otica,sim,sim,nao,sim,sim,nao,mes a mes,sim,cheque eletronico,96.55,1901.65
1774,2604-XVDAM,nao,feminino,0,nao,nao,12.0,sim,nao,DSL,nao,nao,nao,nao,nao,nao,mes a mes,nao,transferencia bancaria (automatica),43.8,540.95
1775,2606-PKWJB,nao,masculino,0,nao,sim,40.0,nao,sem servico de telefone,DSL,sim,sim,nao,sim,nao,nao,um ano,nao,cheque pelo correio,40.25,1564.05
1776,2606-RMDHZ,sim,masculino,0,nao,nao,6.0,nao,sem servico de telefone,DSL,nao,sim,nao,nao,nao,nao,mes a mes,sim,cartao de credito (automatico),30.5,208.7
1777,2607-DHDAK,nao,masculino,0,sim,sim,72.0,sim,nao,nao,sem servico de internet,sem servico de internet,sem servico de internet,sem servico de internet,sem servico de internet,sem servico de internet,dois anos,sim,cartao de credito (automatico),19.8,1414.65
1778,2607-FBDFF,nao,masculino,0,nao,nao,1.0,sim,nao,DSL,nao,nao,nao,sim,nao,nao,mes a mes,nao,cartao de credito (automatico),49.0,49.0
1779,2608-BHKFN,sim,feminino,0,nao,nao,4.0,sim,nao,fibra otica,nao,nao,nao,nao,nao,nao,mes a mes,sim,cartao de credito (automatico),70.05,266.9
1780,2609-IAICY,sim,feminino,0,nao,nao,1.0,sim,sim,fibra otica,nao,nao,nao,nao,nao,nao,mes a mes,sim,cheque eletronico,77.15,77.15
1781,2612-PHGOX,nao,masculino,0,sim,nao,64.0,sim,sim,DSL,nao,sim,sim,sim,sim,nao,dois anos,sim,transferencia bancaria (automatica),76.1,4818.8
1782,2612-RANWT,sim,feminino,0,nao,nao,12.0,sim,sim,fibra otica,nao,nao,sim,nao,sim,sim,mes a mes,sim,transferencia bancaria (automatica),100.15,1164.3
1783,2612-RRIDN,sim,masculino,0,nao,nao,4.0,sim,nao,fibra otica,nao,nao,nao,nao,sim,nao,mes a mes,sim,cheque eletronico,81.0,340.85
1784,2615-YVMYX,nao,masculino,1,sim,nao,71.0,sim,sim,fibra otica,sim,sim,sim,nao,sim,sim,mes a mes,sim,cheque eletronico,107.5,7713.55
1785,2616-FLVQC,nao,masculino,0,nao,nao,64.0,sim,nao,nao,sem servico de internet,sem servico de internet,sem servico de internet,sem servico de internet,sem servico de internet,sem servico de internet,dois anos,nao,cheque pelo correio,19.55,1240.15
1786,2616-UUTFK,nao,masculino,0,sim,nao,33.0,sim,sim,DSL,sim,sim,sim,nao,sim,nao,mes a mes,sim,transferencia bancaria (automatica),72.75,2447.45
1787,2619-WFQWU,sim,feminino,0,nao,nao,1.0,sim,nao,fibra otica,nao,nao,nao,nao,nao,nao,mes a mes,sim,cheque pelo correio,70.15,70.15
1788,2621-UDNLU,nao,feminino,0,sim,nao,3.0,sim,nao,nao,sem servico de internet,sem servico de internet,sem servico de internet,sem servico de internet,sem servico de internet,sem servico de internet,mes a mes,nao,cheque pelo correio,20.85,72.0
1789,2623-DRYAM,nao,feminino,0,sim,nao,70.0,sim,sim,fibra otica,nao,nao,sim,nao,sim,sim,um ano,sim,cheque eletronico,101.75,7069.3
1790,2625-TRCZQ,nao,feminino,0,sim,nao,51.0,nao,sem servico de telefone,DSL,nao,sim,nao,nao,sim,sim,mes a mes,sim,cheque eletronico,49.65,2553.35
1791,2626-URJFX,sim,masculino,0,sim,sim,4.0,sim,sim,DSL,nao,nao,nao,nao,nao,nao,mes a mes,sim,cheque eletronico,50.9,225.6
1792,2626-VEEWG,nao,masculino,0,sim,sim,67.0,sim,nao,nao,sem servico de internet,sem servico de internet,sem servico de internet,sem servico de internet,sem servico de internet,sem servico de internet,dois anos,sim,cartao de credito (automatico),19.4,1284.2
1793,2632-IVXVF,nao,feminino,0,sim,sim,68.0,sim,sim,fibra otica,sim,nao,sim,sim,sim,sim,dois anos,nao,cartao de credito (automatico),111.75,7511.3
1794,2632-TACXW,nao,feminino,0,sim,nao,62.0,sim,sim,nao,sem servico de internet,sem servico de internet,sem servico de internet,sem servico de internet,sem servico de internet,sem servico de internet,dois anos,nao,transferencia bancaria (automatica),23.65,1416.75
1795,2632-UCGVD,sim,masculino,1,sim,nao,66.0,sim,sim,fibra otica,nao,nao,nao,sim,sim,sim,mes a mes,sim,cartao de credito (automatico),100.05,6871.9
1796,2634-HCZGT,sim,masculino,1,sim,nao,53.0,sim,sim,DSL,sim,nao,nao,sim,nao,nao,um ano,sim,cheque eletronico,60.05,3229.65
1797,2636-ALXXZ,sim,feminino,1,nao,nao,1.0,sim,nao,fibra otica,nao,nao,nao,nao,nao,nao,mes a mes,sim,cheque eletronico,69.6,69.6
1798,2636-OHFMN,sim,masculino,0,sim,nao,4.0,nao,sem servico de telefone,DSL,nao,sim,nao,nao,sim,sim,mes a mes,sim,cheque eletronico,48.55,201.0
1799,2636-SJDOU,nao,masculino,0,nao,nao,64.0,sim,sim,fibra otica,sim,sim,nao,nao,nao,nao,um ano,sim,cartao de credito (automatico),84.3,5289.05
1800,2637-FKFSY,nao,feminino,0,sim,nao,3.0,sim,nao,DSL,nao,nao,nao,nao,nao,nao,mes a mes,sim,cheque pelo correio,46.1,130.15
1801,2639-UGMAZ,nao,masculino,1,nao,nao,71.0,nao,sem servico de telefone,DSL,sim,sim,nao,nao,sim,sim,um ano,sim,cheque eletronico,56.45,3985.35
1802,2640-LYMOV,nao,masculino,0,nao,nao,2.0,sim,nao,nao,sem servico de internet,sem servico de internet,sem servico de internet,sem servico de internet,sem servico de internet,sem servico de internet,mes a mes,sim,cheque pelo correio,19.65,38.8
1803,2640-PMGFL,sim,masculino,0,nao,sim,27.0,sim,sim,fibra otica,nao,nao,nao,sim,nao,nao,mes a mes,sim,cheque eletronico,79.5,2180.55
1804,2642-DTVCO,sim,masculino,1,nao,nao,9.0,sim,sim,fibra otica,nao,nao,nao,nao,nao,sim,mes a mes,sim,cheque eletronico,85.05,746.5
1805,2642-MAWLJ,nao,feminino,0,sim,sim,36.0,sim,nao,nao,sem servico de internet,sem servico de internet,sem servico de internet,sem servico de internet,sem servico de internet,sem servico de internet,dois anos,nao,transferencia bancaria (automatica),20.25,717.95
1806,2645-QTLMB,sim,masculino,0,nao,nao,7.0,sim,nao,fibra otica,nao,sim,nao,nao,sim,sim,mes a mes,sim,cheque eletronico,94.25,669.0
1807,2649-HWLYB,nao,masculino,0,sim,nao,65.0,sim,sim,DSL,sim,nao,sim,sim,nao,sim,dois anos,nao,transferencia bancaria (automatica),76.15,4929.55
1808,2650-GYRYL,nao,masculino,0,sim,sim,33.0,sim,nao,nao,sem servico de internet,sem servico de internet,sem servico de internet,sem servico de internet,sem servico de internet,sem servico de internet,um ano,sim,transferencia bancaria (automatica),19.45,600.25
1809,2651-ZCBXV,nao,masculino,0,nao,nao,54.0,sim,sim,fibra otica,sim,sim,nao,sim,sim,sim,dois anos,sim,cartao de credito (automatico),108.0,5760.65
1810,2654-VBVPB,nao,feminino,0,nao,nao,1.0,sim,nao,nao,sem servico de internet,sem servico de internet,sem servico de internet,sem servico de internet,sem servico de internet,sem servico de internet,mes a mes,nao,transferencia bancaria (automatica),19.9,19.9
1811,2656-FMOKZ,sim,feminino,1,nao,nao,15.0,sim,sim,fibra otica,nao,nao,nao,nao,nao,nao,mes a mes,sim,cheque pelo correio,74.45,1145.7
1812,2656-TABEH,sim,masculino,0,sim,nao,4.0,sim,sim,fibra otica,nao,sim,nao,nao,sim,sim,mes a mes,sim,cheque eletronico,100.2,420.2
1813,2657-ALMWY,sim,feminino,1,sim,nao,26.0,sim,nao,fibra otica,nao,sim,nao,nao,nao,sim,mes a mes,nao,cheque eletronico,84.95,2169.75
1814,2657-VPXTA,nao,feminino,0,sim,sim,10.0,sim,nao,fibra otica,nao,nao,nao,nao,sim,sim,mes a mes,sim,cheque eletronico,88.85,929.45
1815,2659-VXMWZ,sim,masculino,0,sim,sim,67.0,sim,sim,fibra otica,sim,sim,sim,nao,sim,sim,um ano,sim,cheque eletronico,111.3,7482.1
1816,2660-EMUBI,sim,masculino,1,nao,nao,10.0,sim,sim,fibra otica,nao,nao,nao,nao,sim,sim,mes a mes,sim,cheque eletronico,95.35,898.35
1817,2661-GKBTK,nao,masculino,0,sim,sim,60.0,sim,nao,DSL,nao,sim,nao,sim,sim,sim,dois anos,nao,transferencia bancaria (automatica),76.95,4543.95
1818,2662-NNTDK,nao,masculino,0,nao,nao,65.0,sim,sim,nao,sem servico de internet,sem servico de internet,sem servico de internet,sem servico de internet,sem servico de internet,sem servico de internet,um ano,nao,cartao de credito (automatico),24.8,1600.95
1819,2664-XJZNO,nao,masculino,0,sim,sim,72.0,sim,nao,fibra otica,sim,nao,sim,sim,sim,sim,dois anos,sim,cartao de credito (automatico),104.9,7559.55
1820,2665-NPTGL,nao,feminino,1,sim,nao,26.0,sim,sim,fibra otica,nao,nao,sim,nao,sim,sim,mes a mes,sim,transferencia bancaria (automatica),98.1,2510.7
1821,2667-WYLWJ,sim,feminino,0,sim,sim,8.0,sim,nao,nao,sem servico de internet,sem servico de internet,sem servico de internet,sem servico de internet,sem servico de internet,sem servico de internet,um ano,sim,cheque pelo correio,19.75,145.0
1822,2668-TZSPS,nao,masculino,0,nao,nao,1.0,sim,nao,nao,sem servico de internet,sem servico de internet,sem servico de internet,sem servico de internet,sem servico de internet,sem servico de internet,mes a mes,nao,cheque pelo correio,20.45,20.45
1823,2669-OIDSD,nao,feminino,0,sim,nao,48.0,sim,nao,fibra otica,nao,nao,sim,sim,sim,sim,mes a mes,sim,cartao de credito (automatico),100.05,4834.0
1824,2669-QVCRG,nao,feminino,0,nao,nao,41.0,sim,sim,fibra otica,sim,nao,nao,nao,nao,nao,mes a mes,sim,cartao de credito (automatico),81.3,3190.65
1825,2672-DZUOY,sim,masculino,0,nao,nao,1.0,nao,sem servico de telefone,DSL,nao,nao,nao,nao,nao,nao,mes a mes,sim,cheque eletronico,25.15,25.15
1826,2672-HUYVI,sim,feminino,0,nao,nao,6.0,sim,nao,fibra otica,nao,nao,nao,nao,sim,sim,mes a mes,sim,cheque eletronico,91.1,455.3
1827,2672-OJQZP,nao,feminino,0,nao,nao,1.0,sim,nao,DSL,nao,nao,nao,nao,nao,nao,mes a mes,nao,cheque pelo correio,44.75,44.75
1828,2672-TGEFF,nao,feminino,0,sim,sim,37.0,sim,sim,fibra otica,nao,sim,nao,nao,sim,nao,mes a mes,sim,cheque eletronico,88.8,3340.55
1829,2673-CXQEU,nao,feminino,1,nao,nao,56.0,sim,sim,fibra otica,sim,sim,sim,nao,sim,sim,um ano,nao,cheque eletronico,110.5,6139.5
1830,2673-ZALNP,nao,feminino,0,nao,nao,7.0,sim,nao,nao,sem servico de internet,sem servico de internet,sem servico de internet,sem servico de internet,sem servico de internet,sem servico de internet,um ano,nao,cheque pelo correio,19.9,173.15
1831,2674-MIAHT,nao,feminino,0,nao,nao,4.0,sim,sim,fibra otica,nao,sim,nao,nao,nao,nao,mes a mes,sim,cheque pelo correio,80.3,324.2
1832,2674-MLXMN,nao,feminino,1,nao,nao,71.0,sim,sim,fibra otica,nao,sim,nao,nao,sim,sim,mes a mes,sim,cartao de credito (automatico),99.65,6951.15
1833,2675-DHUTR,nao,masculino,1,sim,nao,58.0,sim,sim,fibra otica,nao,sim,nao,nao,sim,sim,mes a mes,sim,cheque eletronico,98.9,5780.7
1834,2675-IJRGJ,nao,masculino,0,nao,nao,53.0,sim,nao,nao,sem servico de internet,sem servico de internet,sem servico de internet,sem servico de internet,sem servico de internet,sem servico de internet,dois anos,nao,transferencia bancaria (automatica),19.65,978.0
1835,2675-OTVVJ,nao,masculino,1,sim,nao,31.0,sim,sim,fibra otica,sim,nao,nao,nao,sim,nao,mes a mes,nao,cheque eletronico,89.45,2807.65
1836,2676-ISHSF,nao,masculino,0,nao,nao,1.0,sim,nao,nao,sem servico de internet,sem servico de internet,sem servico de internet,sem servico de internet,sem servico de internet,sem servico de internet,mes a mes,nao,cheque pelo correio,20.3,20.3
1837,2676-OXPPQ,nao,masculino,0,nao,nao,6.0,sim,nao,DSL,sim,sim,nao,nao,nao,nao,mes a mes,sim,transferencia bancaria (automatica),55.7,335.65
1838,2676-SSLTO,nao,masculino,0,nao,nao,49.0,sim,sim,DSL,nao,nao,nao,sim,sim,nao,dois anos,sim,transferencia bancaria (automatica),66.15,3199.0
1839,2680-XKKNJ,nao,feminino,0,nao,nao,8.0,sim,nao,DSL,sim,sim,nao,sim,nao,nao,um ano,nao,transferencia bancaria (automatica),58.2,469.25
1840,2682-KEVRP,nao,feminino,1,nao,nao,22.0,sim,nao,nao,sem servico de internet,sem servico de internet,sem servico de internet,sem servico de internet,sem servico de internet,sem servico de internet,um ano,sim,cheque pelo correio,20.05,417.0
1841,2683-BPJSO,sim,masculino,0,sim,nao,29.0,sim,sim,fibra otica,sim,sim,nao,nao,nao,nao,mes a mes,sim,cheque eletronico,84.45,2467.1
1842,2683-JXWQQ,nao,masculino,0,sim,sim,61.0,nao,sem servico de telefone,DSL,sim,nao,sim,nao,nao,nao,mes a mes,nao,transferencia bancaria (automatica),33.6,2117.2
1843,2684-EIWEO,sim,feminino,1,nao,nao,30.0,sim,sim,fibra otica,sim,sim,sim,nao,nao,nao,mes a mes,nao,cartao de credito (automatico),91.7,2758.15
1844,2685-SREOM,sim,feminino,0,sim,sim,25.0,sim,sim,fibra otica,nao,nao,sim,nao,nao,sim,mes a mes,sim,cheque eletronico,89.1,2368.4
1845,2688-BHGOG,nao,masculino,1,nao,nao,9.0,sim,nao,fibra otica,nao,nao,nao,nao,nao,sim,mes a mes,sim,cheque eletronico,79.55,718.55
1846,2690-DVRVK,nao,masculino,0,sim,sim,5.0,sim,nao,nao,sem servico de internet,sem servico de internet,sem servico de internet,sem servico de internet,sem servico de internet,sem servico de internet,um ano,nao,cheque eletronico,20.55,99.45
1847,2691-NZETQ,sim,masculino,0,nao,nao,9.0,sim,sim,fibra otica,nao,nao,nao,nao,sim,nao,mes a mes,sim,cheque eletronico,85.35,758.6
1848,2692-AQCPF,nao,feminino,0,sim,nao,65.0,sim,sim,fibra otica,nao,sim,sim,sim,sim,sim,um ano,sim,cartao de credito (automatico),108.05,7118.9
1849,2692-BUCFV,nao,masculino,1,nao,nao,29.0,sim,nao,fibra otica,nao,sim,sim,nao,sim,sim,mes a mes,sim,transferencia bancaria (automatica),101.45,2948.6
1850,2692-PFYTJ,nao,feminino,0,nao,nao,1.0,sim,sim,nao,sem servico de internet,sem servico de internet,sem servico de internet,sem servico de internet,sem servico de internet,sem servico de internet,mes a mes,sim,cheque pelo correio,25.75,25.75
1851,2694-CIumO,nao,feminino,0,nao,nao,12.0,sim,sim,fibra otica,nao,nao,nao,sim,nao,nao,mes a mes,sim,cartao de credito (automatico),79.55,958.25
1852,2696-ECXKC,nao,feminino,0,sim,sim,55.0,sim,sim,fibra otica,sim,nao,nao,nao,sim,sim,um ano,nao,cheque pelo correio,100.9,5448.6
1853,2696-NARTR,sim,masculino,0,nao,nao,11.0,sim,nao,fibra otica,nao,nao,nao,sim,nao,nao,mes a mes,sim,cheque eletronico,73.85,926.25
1854,2696-RZVZW,nao,masculino,0,sim,nao,68.0,sim,sim,nao,sem servico de internet,sem servico de internet,sem servico de internet,sem servico de internet,sem servico de internet,sem servico de internet,dois anos,nao,cartao de credito (automatico),25.05,1629.2
1855,2697-NQBPF,nao,masculino,0,nao,nao,34.0,sim,sim,fibra otica,nao,sim,nao,sim,sim,sim,mes a mes,sim,cheque eletronico,105.35,3540.65
1856,2700-LUEVA,nao,masculino,0,nao,nao,1.0,sim,nao,nao,sem servico de internet,sem servico de internet,sem servico de internet,sem servico de internet,sem servico de internet,sem servico de internet,mes a mes,nao,cartao de credito (automatico),20.75,20.75
1857,2703-AMTUL,nao,masculino,0,sim,sim,36.0,sim,nao,DSL,sim,sim,nao,nao,nao,nao,um ano,nao,cheque pelo correio,53.65,1939.35
1858,2706-QZIHY,nao,feminino,0,sim,nao,15.0,sim,sim,nao,sem servico de internet,sem servico de internet,sem servico de internet,sem servico de internet,sem servico de internet,sem servico de internet,dois anos,nao,cheque pelo correio,25.2,387.9
1859,2709-UQGNP,nao,masculino,0,nao,nao,10.0,sim,nao,DSL,sim,nao,nao,nao,nao,nao,mes a mes,sim,cheque pelo correio,51.65,524.5
1860,2710-WYVXG,nao,feminino,0,nao,nao,3.0,sim,nao,DSL,sim,sim,nao,sim,nao,sim,dois anos,nao,cheque pelo correio,71.1,213.35
1861,2712-SYWAY,nao,feminino,0,nao,nao,1.0,sim,sim,nao,sem servico de internet,sem servico de internet,sem servico de internet,sem servico de internet,sem servico de internet,sem servico de internet,mes a mes,sim,cheque eletronico,25.7,25.7
1862,2716-GFZOR,nao,masculino,0,sim,nao,43.0,sim,nao,fibra otica,sim,sim,sim,nao,nao,nao,mes a mes,sim,cartao de credito (automatico),86.1,3551.65
1863,2717-HVIZY,nao,feminino,0,nao,sim,8.0,sim,nao,nao,sem servico de internet,sem servico de internet,sem servico de internet,sem servico de internet,sem servico de internet,sem servico de internet,mes a mes,nao,cheque pelo correio,20.05,163.6
1864,2718-GAXQD,sim,feminino,1,sim,sim,4.0,sim,nao,DSL,nao,nao,nao,nao,nao,nao,mes a mes,nao,cheque eletronico,46.0,181.6
1865,2718-YSKCS,nao,masculino,0,sim,sim,71.0,sim,nao,nao,sem servico de internet,sem servico de internet,sem servico de internet,sem servico de internet,sem servico de internet,sem servico de internet,dois anos,sim,transferencia bancaria (automatica),19.6,1387.45
1866,2719-BDAQO,sim,masculino,0,nao,nao,17.0,sim,nao,fibra otica,sim,nao,nao,nao,sim,sim,mes a mes,nao,cheque eletronico,93.85,1625.65
1867,2720-FVBQP,nao,feminino,0,sim,sim,6.0,sim,sim,DSL,nao,nao,nao,nao,nao,nao,mes a mes,sim,cartao de credito (automatico),48.95,273.25
1868,2720-WGKHP,sim,masculino,1,nao,nao,2.0,sim,sim,fibra otica,nao,nao,nao,nao,sim,sim,mes a mes,sim,cheque eletronico,94.0,181.7
1869,2722-JMONI,sim,feminino,1,sim,nao,1.0,sim,nao,DSL,sim,nao,nao,nao,nao,nao,mes a mes,sim,cheque eletronico,49.55,49.55
1870,2722-VOJQL,sim,masculino,0,nao,nao,64.0,sim,sim,fibra otica,nao,sim,nao,sim,sim,sim,um ano,sim,cartao de credito (automatico),105.65,6903.1
1871,2724-FJDYW,nao,masculino,0,nao,sim,39.0,nao,sem servico de telefone,DSL,nao,nao,sim,sim,sim,sim,um ano,nao,transferencia bancaria (automatica),54.85,2191.7
1872,2725-IWWBA,nao,masculino,0,sim,sim,46.0,sim,nao,DSL,sim,nao,sim,sim,nao,nao,um ano,nao,cheque pelo correio,56.9,2560.1
1873,2725-KXXWT,sim,masculino,0,sim,nao,1.0,sim,nao,fibra otica,nao,nao,nao,nao,sim,sim,mes a mes,sim,cheque eletronico,90.75,90.75
1874,2725-TTRIQ,nao,feminino,0,sim,sim,72.0,sim,sim,DSL,sim,nao,sim,sim,sim,sim,dois anos,sim,transferencia bancaria (automatica),84.2,5986.55
1875,2729-VNVAP,nao,feminino,0,sim,sim,33.0,sim,nao,nao,sem servico de internet,sem servico de internet,sem servico de internet,sem servico de internet,sem servico de internet,sem servico de internet,dois anos,nao,cartao de credito (automatico),19.8,641.35
1876,2731-GJRDG,nao,feminino,0,nao,nao,32.0,sim,sim,fibra otica,sim,nao,sim,sim,sim,sim,um ano,sim,transferencia bancaria (automatica),109.55,3608.0
1877,2732-ISEZX,nao,feminino,0,nao,nao,5.0,sim,nao,nao,sem servico de internet,sem servico de internet,sem servico de internet,sem servico de internet,sem servico de internet,sem servico de internet,mes a mes,sim,cheque pelo correio,20.5,104.3
1878,2737-WFVYW,sim,feminino,0,nao,nao,2.0,nao,sem servico de telefone,DSL,nao,nao,nao,nao,sim,sim,mes a mes,sim,cheque eletronico,45.25,85.5
1879,2737-YNGYW,sim,feminino,0,nao,nao,2.0,sim,nao,fibra otica,nao,nao,nao,nao,nao,sim,mes a mes,nao,cheque eletronico,80.55,184.1
1880,2739-CACDQ,nao,feminino,1,nao,nao,17.0,sim,sim,fibra otica,nao,nao,sim,nao,nao,nao,mes a mes,sim,cartao de credito (automatico),82.65,1470.05
1881,2739-CCZMB,nao,masculino,0,nao,sim,5.0,sim,nao,nao,sem servico de internet,sem servico de internet,sem servico de internet,sem servico de internet,sem servico de internet,sem servico de internet,mes a mes,nao,cartao de credito (automatico),20.35,122.0
1882,2740-JFBOK,nao,masculino,0,nao,nao,10.0,sim,sim,nao,sem servico de internet,sem servico de internet,sem servico de internet,sem servico de internet,sem servico de internet,sem servico de internet,mes a mes,sim,cheque eletronico,24.0,226.55
1883,2740-TVLFN,nao,masculino,0,nao,nao,1.0,sim,sim,DSL,nao,nao,nao,nao,nao,nao,mes a mes,sim,cheque eletronico,50.15,50.15
